Total,CPU,3.09037,ms,CUDA,2.88314,ms
Total,CPU,3.04663,ms,CUDA,2.85101,ms
Post-Process,CPU,0.01734,ms,CUDA,0.01741,ms
Network,CPU,2.98043,ms,CUDA,2.82592,ms
Pre-Process,CPU,0.04886,ms,CUDA,0.00768,ms
Total,CPU,3.59521,ms,CUDA,3.49962,ms
Post-Process,CPU,0.01836,ms,CUDA,0.01843,ms
Network,CPU,3.52648,ms,CUDA,3.47341,ms
Pre-Process,CPU,0.05036,ms,CUDA,0.00778,ms
Total,CPU,2.8776,ms,CUDA,2.69325,ms
Post-Process,CPU,0.0184,ms,CUDA,0.0185,ms
Network,CPU,2.80705,ms,CUDA,2.66579,ms
Pre-Process,CPU,0.05215,ms,CUDA,0.00896,ms
Total,CPU,4.23385,ms,CUDA,3.79446,ms
Post-Process,CPU,0.0175,ms,CUDA,0.01744,ms
Network,CPU,4.16631,ms,CUDA,3.76854,ms
Pre-Process,CPU,0.05004,ms,CUDA,0.00848,ms
Total,CPU,2.98619,ms,CUDA,2.78982,ms
Post-Process,CPU,0.01763,ms,CUDA,0.01747,ms
Network,CPU,2.92111,ms,CUDA,2.7648,ms
Pre-Process,CPU,0.04745,ms,CUDA,0.00755,ms
Total,CPU,2.98072,ms,CUDA,2.87715,ms
Post-Process,CPU,0.01798,ms,CUDA,0.01786,ms
Network,CPU,2.91155,ms,CUDA,2.8511,ms
Pre-Process,CPU,0.05119,ms,CUDA,0.00819,ms
Total,CPU,2.98261,ms,CUDA,2.78048,ms
Post-Process,CPU,0.01753,ms,CUDA,0.01741,ms
Network,CPU,2.91619,ms,CUDA,2.75558,ms
Pre-Process,CPU,0.04889,ms,CUDA,0.00749,ms
Total,CPU,3.03953,ms,CUDA,2.97517,ms
Post-Process,CPU,0.01734,ms,CUDA,0,ms
Network,CPU,2.97215,ms,CUDA,2.96755,ms
Pre-Process,CPU,0.05004,ms,CUDA,0.00762,ms
Total,CPU,3.11244,ms,CUDA,2.8992,ms
Post-Process,CPU,0.01728,ms,CUDA,0.01706,ms
Network,CPU,3.01831,ms,CUDA,2.87437,ms
Pre-Process,CPU,0.07685,ms,CUDA,0.00778,ms
Total,CPU,2.97122,ms,CUDA,2.86781,ms
Post-Process,CPU,0.01718,ms,CUDA,0.01734,ms
Network,CPU,2.9032,ms,CUDA,2.84227,ms
Pre-Process,CPU,0.05084,ms,CUDA,0.00819,ms
Total,CPU,4.00372,ms,CUDA,4.06016,ms
Post-Process,CPU,0.01833,ms,CUDA,0.00102,ms
Network,CPU,3.93358,ms,CUDA,4.04992,ms
Pre-Process,CPU,0.0518,ms,CUDA,0.00922,ms
Total,CPU,4.52437,ms,CUDA,4.63053,ms
Post-Process,CPU,0.01757,ms,CUDA,0.00102,ms
Network,CPU,4.43097,ms,CUDA,4.62131,ms
Pre-Process,CPU,0.07583,ms,CUDA,0.00819,ms
Total,CPU,3.06912,ms,CUDA,2.86518,ms
Post-Process,CPU,0.01734,ms,CUDA,0.01744,ms
Network,CPU,3.00184,ms,CUDA,2.83955,ms
Pre-Process,CPU,0.04994,ms,CUDA,0.00819,ms
Total,CPU,3.87302,ms,CUDA,3.77856,ms
Post-Process,CPU,0.01801,ms,CUDA,0.01808,ms
Network,CPU,3.80529,ms,CUDA,3.75194,ms
Pre-Process,CPU,0.04972,ms,CUDA,0.00854,ms
Total,CPU,3.25018,ms,CUDA,2.66707,ms
Post-Process,CPU,0.01773,ms,CUDA,0.01798,ms
Network,CPU,3.17653,ms,CUDA,2.6409,ms
Pre-Process,CPU,0.05593,ms,CUDA,0.00819,ms
Total,CPU,3.05856,ms,CUDA,2.85507,ms
Post-Process,CPU,0.01776,ms,CUDA,0.01773,ms
Network,CPU,2.98888,ms,CUDA,2.82963,ms
Pre-Process,CPU,0.05193,ms,CUDA,0.00771,ms
Total,CPU,3.66061,ms,CUDA,3.7864,ms
Post-Process,CPU,0.01737,ms,CUDA,0.00102,ms
Network,CPU,3.59508,ms,CUDA,3.77754,ms
Pre-Process,CPU,0.04815,ms,CUDA,0.00784,ms
Total,CPU,3.08451,ms,CUDA,2.89302,ms
Post-Process,CPU,0.01737,ms,CUDA,0.01715,ms
Network,CPU,2.98792,ms,CUDA,2.86746,ms
Pre-Process,CPU,0.07922,ms,CUDA,0.00842,ms
Total,CPU,2.91673,ms,CUDA,2.72042,ms
Post-Process,CPU,0.01744,ms,CUDA,0.01706,ms
Network,CPU,2.85252,ms,CUDA,2.69501,ms
Pre-Process,CPU,0.04678,ms,CUDA,0.00835,ms
Total,CPU,2.99656,ms,CUDA,2.80278,ms
Post-Process,CPU,0.01788,ms,CUDA,0.01805,ms
Network,CPU,2.92463,ms,CUDA,2.77629,ms
Pre-Process,CPU,0.05404,ms,CUDA,0.00845,ms
Total,CPU,3.76744,ms,CUDA,0.0089,ms
Post-Process,CPU,0.01753,ms,CUDA,0.00102,ms
Network,CPU,3.67469,ms,CUDA,0,ms
Pre-Process,CPU,0.07522,ms,CUDA,0.00787,ms
Total,CPU,2.97931,ms,CUDA,2.78365,ms
Post-Process,CPU,0.0184,ms,CUDA,0.01856,ms
Network,CPU,2.91286,ms,CUDA,2.7568,ms
Pre-Process,CPU,0.04806,ms,CUDA,0.00829,ms
Total,CPU,4.06384,ms,CUDA,4.15802,ms
Post-Process,CPU,0.01859,ms,CUDA,0,ms
Network,CPU,3.9985,ms,CUDA,4.14925,ms
Pre-Process,CPU,0.04674,ms,CUDA,0.00877,ms
Total,CPU,3.08909,ms,CUDA,3.01376,ms
Post-Process,CPU,0.01753,ms,CUDA,0.01754,ms
Network,CPU,3.02132,ms,CUDA,2.98787,ms
Pre-Process,CPU,0.05023,ms,CUDA,0.00835,ms
Total,CPU,3.78798,ms,CUDA,3.97766,ms
Post-Process,CPU,0.01814,ms,CUDA,0.00102,ms
Network,CPU,3.71986,ms,CUDA,3.96902,ms
Pre-Process,CPU,0.04998,ms,CUDA,0.00762,ms
Total,CPU,2.9869,ms,CUDA,2.88083,ms
Post-Process,CPU,0.01779,ms,CUDA,0.01776,ms
Network,CPU,2.92191,ms,CUDA,2.85456,ms
Pre-Process,CPU,0.04719,ms,CUDA,0.00851,ms
Total,CPU,3.3627,ms,CUDA,0.00784,ms
Post-Process,CPU,0.01776,ms,CUDA,0,ms
Network,CPU,3.295,ms,CUDA,0,ms
Pre-Process,CPU,0.04994,ms,CUDA,0.00784,ms
Total,CPU,3.04474,ms,CUDA,2.8489,ms
Post-Process,CPU,0.01773,ms,CUDA,0.01754,ms
Network,CPU,2.95064,ms,CUDA,2.8231,ms
Pre-Process,CPU,0.07637,ms,CUDA,0.00826,ms
Total,CPU,3.80791,ms,CUDA,3.71485,ms
Post-Process,CPU,0.04514,ms,CUDA,0.04522,ms
Network,CPU,3.71087,ms,CUDA,3.66131,ms
Pre-Process,CPU,0.0519,ms,CUDA,0.00832,ms
Total,CPU,2.95608,ms,CUDA,2.7713,ms
Post-Process,CPU,0.01757,ms,CUDA,0.0175,ms
Network,CPU,2.88973,ms,CUDA,2.74458,ms
Pre-Process,CPU,0.04879,ms,CUDA,0.00922,ms
Total,CPU,3.98727,ms,CUDA,3.54022,ms
Post-Process,CPU,0.01923,ms,CUDA,0.01917,ms
Network,CPU,3.92034,ms,CUDA,3.51258,ms
Pre-Process,CPU,0.0477,ms,CUDA,0.00848,ms
Total,CPU,3.02622,ms,CUDA,2.84496,ms
Post-Process,CPU,0.0175,ms,CUDA,0.01741,ms
Network,CPU,2.9406,ms,CUDA,2.8193,ms
Pre-Process,CPU,0.06812,ms,CUDA,0.00826,ms
Total,CPU,3.86902,ms,CUDA,4.06941,ms
Post-Process,CPU,0.01939,ms,CUDA,0,ms
Network,CPU,3.8009,ms,CUDA,4.06118,ms
Pre-Process,CPU,0.04873,ms,CUDA,0.00822,ms
Total,CPU,3.02766,ms,CUDA,2.81939,ms
Post-Process,CPU,0.01721,ms,CUDA,0.01725,ms
Network,CPU,2.96114,ms,CUDA,2.79395,ms
Pre-Process,CPU,0.0493,ms,CUDA,0.00819,ms
Total,CPU,3.71954,ms,CUDA,3.62451,ms
Post-Process,CPU,0.01744,ms,CUDA,0.01741,ms
Network,CPU,3.65203,ms,CUDA,3.59891,ms
Pre-Process,CPU,0.05007,ms,CUDA,0.00819,ms
Total,CPU,3.00488,ms,CUDA,2.83398,ms
Post-Process,CPU,0.01773,ms,CUDA,0.04154,ms
Network,CPU,2.93714,ms,CUDA,2.78413,ms
Pre-Process,CPU,0.05001,ms,CUDA,0.00832,ms
Total,CPU,3.7844,ms,CUDA,4.09395,ms
Post-Process,CPU,0.01737,ms,CUDA,0.00102,ms
Network,CPU,3.68899,ms,CUDA,4.08474,ms
Pre-Process,CPU,0.07804,ms,CUDA,0.00819,ms
Total,CPU,2.96043,ms,CUDA,2.7503,ms
Post-Process,CPU,0.01731,ms,CUDA,0.01709,ms
Network,CPU,2.89456,ms,CUDA,2.72502,ms
Pre-Process,CPU,0.04857,ms,CUDA,0.00819,ms
Total,CPU,3.67696,ms,CUDA,3.58022,ms
Post-Process,CPU,0.02012,ms,CUDA,0.02042,ms
Network,CPU,3.60542,ms,CUDA,3.55194,ms
Pre-Process,CPU,0.05142,ms,CUDA,0.00787,ms
Total,CPU,3.21463,ms,CUDA,3.00998,ms
Post-Process,CPU,0.01734,ms,CUDA,0.0175,ms
Network,CPU,3.13522,ms,CUDA,2.98454,ms
Pre-Process,CPU,0.06207,ms,CUDA,0.00794,ms
Total,CPU,3.98151,ms,CUDA,0.00758,ms
Post-Process,CPU,0.04489,ms,CUDA,0,ms
Network,CPU,3.88016,ms,CUDA,0,ms
Pre-Process,CPU,0.05647,ms,CUDA,0.00758,ms
Total,CPU,3.13717,ms,CUDA,2.93184,ms
Post-Process,CPU,0.01728,ms,CUDA,0.01728,ms
Network,CPU,3.07072,ms,CUDA,2.90666,ms
Pre-Process,CPU,0.04918,ms,CUDA,0.0079,ms
Total,CPU,3.73685,ms,CUDA,3.61232,ms
Post-Process,CPU,0.01888,ms,CUDA,0.0193,ms
Network,CPU,3.66733,ms,CUDA,3.58531,ms
Pre-Process,CPU,0.05065,ms,CUDA,0.00771,ms
Total,CPU,2.99697,ms,CUDA,2.83386,ms
Post-Process,CPU,0.03807,ms,CUDA,0.03818,ms
Network,CPU,2.90358,ms,CUDA,2.78688,ms
Pre-Process,CPU,0.05532,ms,CUDA,0.0088,ms
Total,CPU,3.72837,ms,CUDA,3.63254,ms
Post-Process,CPU,0.01766,ms,CUDA,0.01779,ms
Network,CPU,3.62919,ms,CUDA,3.60621,ms
Pre-Process,CPU,0.08152,ms,CUDA,0.00854,ms
Total,CPU,3.00142,ms,CUDA,2.80538,ms
Post-Process,CPU,0.01702,ms,CUDA,0.01693,ms
Network,CPU,2.94863,ms,CUDA,2.78064,ms
Pre-Process,CPU,0.03577,ms,CUDA,0.00781,ms
Total,CPU,3.12927,ms,CUDA,2.94454,ms
Post-Process,CPU,0.01725,ms,CUDA,0.01728,ms
Network,CPU,3.06183,ms,CUDA,2.91869,ms
Pre-Process,CPU,0.0502,ms,CUDA,0.00858,ms
Total,CPU,3.79217,ms,CUDA,3.90192,ms
Post-Process,CPU,0.0176,ms,CUDA,0.00102,ms
Network,CPU,3.65085,ms,CUDA,3.89325,ms
Pre-Process,CPU,0.12372,ms,CUDA,0.00765,ms
Total,CPU,2.99525,ms,CUDA,2.76227,ms
Post-Process,CPU,0.01773,ms,CUDA,0.01763,ms
Network,CPU,2.92803,ms,CUDA,2.73613,ms
Pre-Process,CPU,0.0495,ms,CUDA,0.00851,ms
Total,CPU,3.66874,ms,CUDA,3.83837,ms
Post-Process,CPU,0.01753,ms,CUDA,0,ms
Network,CPU,3.59982,ms,CUDA,3.82976,ms
Pre-Process,CPU,0.05138,ms,CUDA,0.00861,ms
Total,CPU,3.10995,ms,CUDA,2.71485,ms
Post-Process,CPU,0.01814,ms,CUDA,0.01792,ms
Network,CPU,3.03348,ms,CUDA,2.68851,ms
Pre-Process,CPU,0.05833,ms,CUDA,0.00842,ms
Total,CPU,3.94485,ms,CUDA,4.12493,ms
Post-Process,CPU,0.01836,ms,CUDA,0.00102,ms
Network,CPU,3.87449,ms,CUDA,4.11546,ms
Pre-Process,CPU,0.05199,ms,CUDA,0.00845,ms
Total,CPU,3.04679,ms,CUDA,2.83014,ms
Post-Process,CPU,0.04054,ms,CUDA,0.01814,ms
Network,CPU,2.9548,ms,CUDA,2.8032,ms
Pre-Process,CPU,0.05145,ms,CUDA,0.0088,ms
Total,CPU,3.7485,ms,CUDA,3.9497,ms
Post-Process,CPU,0.01805,ms,CUDA,0,ms
Network,CPU,3.67776,ms,CUDA,3.94138,ms
Pre-Process,CPU,0.05269,ms,CUDA,0.00832,ms
Total,CPU,3.82423,ms,CUDA,3.78102,ms
Post-Process,CPU,0.01769,ms,CUDA,0.00102,ms
Network,CPU,3.67421,ms,CUDA,3.77242,ms
Pre-Process,CPU,0.13233,ms,CUDA,0.00758,ms
Total,CPU,2.89894,ms,CUDA,2.70832,ms
Post-Process,CPU,0.04015,ms,CUDA,0.04032,ms
Network,CPU,2.77343,ms,CUDA,2.65933,ms
Pre-Process,CPU,0.08536,ms,CUDA,0.00867,ms
Total,CPU,3.47203,ms,CUDA,3.27635,ms
Post-Process,CPU,0.03651,ms,CUDA,0.03642,ms
Network,CPU,3.36904,ms,CUDA,3.23174,ms
Pre-Process,CPU,0.06649,ms,CUDA,0.00819,ms
Total,CPU,3.72354,ms,CUDA,3.53331,ms
Post-Process,CPU,0.01974,ms,CUDA,0.01997,ms
Network,CPU,3.64902,ms,CUDA,3.50515,ms
Pre-Process,CPU,0.05477,ms,CUDA,0.00819,ms
Total,CPU,3.2027,ms,CUDA,3.02499,ms
Post-Process,CPU,0.01801,ms,CUDA,0.0183,ms
Network,CPU,3.13669,ms,CUDA,2.99843,ms
Pre-Process,CPU,0.04799,ms,CUDA,0.00826,ms
Total,CPU,3.13925,ms,CUDA,2.94323,ms
Post-Process,CPU,0.01808,ms,CUDA,0.0183,ms
Network,CPU,3.05351,ms,CUDA,2.91651,ms
Pre-Process,CPU,0.06767,ms,CUDA,0.00842,ms
Total,CPU,3.79738,ms,CUDA,3.93258,ms
Post-Process,CPU,0.01782,ms,CUDA,0.00102,ms
Network,CPU,3.7269,ms,CUDA,3.92294,ms
Pre-Process,CPU,0.05266,ms,CUDA,0.00861,ms
Total,CPU,3.52901,ms,CUDA,3.36742,ms
Post-Process,CPU,0.04866,ms,CUDA,0,ms
Network,CPU,3.42631,ms,CUDA,3.35923,ms
Pre-Process,CPU,0.05404,ms,CUDA,0.00819,ms
Total,CPU,5.77117,ms,CUDA,5.80915,ms
Post-Process,CPU,0.04233,ms,CUDA,0.00102,ms
Network,CPU,5.55012,ms,CUDA,5.73834,ms
Pre-Process,CPU,0.17872,ms,CUDA,0.06979,ms